State,City,Street,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,PPSq,LotArea,ConvertedLot,LotUnit,MarketEstimate,RentEstimate,Price
CA,Madera,N D St,93638,36.976276,-120.062904,3.0,2.0,1986.0,152.06445115810675,7305.012,0.1677,sqft,233700,1800,302000.0
CA,Sanger,E Belmont Ave,93657,36.750904,-119.59012,4.0,3.0,3472.0,237.6152073732719,1.85,1.85,acres,829000,4009,825000.0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CA,Poway,Francine Ct,92064,32.951187,-117.074615,4.0,2.0,2140.0,607.4766355140187,0.2892561983471074,0.2892561983471074,acres,1311200,4500,1300000.0
CA,Clovis,N Armstrong Ave,93611,36.850903,-119.67469,4.0,3.0,2370.0,259.49367088607596,0.27459999999999996,0.27459999999999996,acres,622200,2993,615000.0
CA,Fresno,E Hedges Ave,93703,36.759773,-119.770966,3.0,1.0,1192.0,230.70469798657717,6400.0,0.14692378328741965,sqft,277600,1694,275000.0
CA,San Carlos,Winding Way,94070,37.494003,-122.28086,4.0,2.0,2040.0,1102.450980392157,5000.0,0.1147842056932966,sqft,2266100,5719,2249000.0
CA,San Jose,Hamilton Park Dr,95130,37.295486,-121.97254,4.0,2.0,1528.0,1217.2774869109949,6100.0,0.14003673094582186,sqft,1932200,4711,1860000.0
CA,Gilroy,Catalina Ct,95020,37.014317,-121.60055,4.0,2.0,3489.0,372.5674978503869,10046.0,0.23062442607897155,sqft,1297200,5852,1299888.0
CA,Brawley,Hontza Ct,92227,32.96985,-115.51304,4.0,2.0,1517.0,240.60646011865524,5054.0,0.11602387511478421,sqft,364000,1900,365000.0
CA,Truckee,Peregrine Dr,96161,39.364628,-120.23973,4.0,3.0,2548.0,441.52276295133436,0.32,0.32,acres,1132200,5281,1125000.0
CA,Julian,E Incense Cedar Rd,92036,33.042007,-116.571236,4.0,3.0,2940.0,338.4353741496599,5.0,5.0,acres,1005200,4500,995000.0
CA,Ridgecrest,Calle De Collie,93555,35.627693,-117.71027,3.0,3.0,3357.0,166.78582067322014,2.5,2.5,acres,554400,3426,559900.0
CA,Fresno,E Fountain Way,93704,36.781002,-119.80566,3.0,1.0,1248.0,260.4166666666667,6351.048,0.14579999999999999,sqft,329500,1927,325000.0
CA,Stockton,Bonaire Cir,95210,37.99667,-121.286285,3.0,2.0,1315.0,318.6311787072243,5502.0,0.12630853994490357,sqft,425700,2294,419000.0
CA,San Jose,Ramish Dr,95131,37.387814,-121.87017,4.0,2.0,1573.0,826.445645263827,6642.0,0.1524793388429752,sqft,1326400,4099,1299999.0
CA,Los Angeles,W 31st St,90018,34.026703,-118.31051,4.0,4.0,2146.0,510.2516309412861,5201.064,0.1194,sqft,1118000,4104,1095000.0
CA,Encinitas,4th St,92024,33.04684,-117.29724,4.0,3.0,1757.0,4439.38531587934,4675.0,0.10732323232323232,sqft,4182100,15532,7800000.0
CA,Pacifica,Alta Vista Dr,94044,37.59748,-122.49417,5.0,4.0,2840.0,633.0985915492957,8967.0,0.20585399449035813,sqft,1830900,4690,1798000.0
CA,Fresno,N Filbert Ave,93727,36.78111,-119.67217,4.0,2.0,1911.0,245.8922030350602,6100.0,0.14003673094582186,sqft,472300,2495,469900.0
CA,Truckee,Tinker Ct,96161,39.318157,-120.29683,4.0,2.0,1720.0,813.953488372093,nan,nan,nan,1170600,3499,1400000.0
CA,Pacifica,De Solo Dr,94044,37.595158,-122.499794,3.0,1.0,1040.0,1055.7692307692307,5000.0,0.1147842056932966,sqft,1115500,3999,1098000.0
CA,Alta,Kearsarge Mill Rd,95701,39.24331,-120.73775,3.0,3.0,2490.0,240.56224899598394,13.5,13.5,acres,605100,2999,599000.0
CA,Roseville,Morning Glory Ln,95747,38.76417,-121.325645,3.0,2.0,1518.0,368.9064558629776,4247.1,0.0975,sqft,562700,2674,560000.0
CA,Alpine,Larkspur Dr,91901,32.84696,-116.78589,3.0,2.0,1543.0,615.6837329876863,nan,nan,nan,779000,3900,950000.0
CA,Pacifica,Monterey Rd,94044,37.650684,-122.48187,4.0,3.0,2940.0,611.9047619047619,6000.0,0.13774104683195593,sqft,1845700,4700,1799000.0
CA,Lancaster,16th St W,93534,34.703316,-118.15956,4.0,2.0,1438.0,326.8428372739917,8114.0,0.18627180899908172,sqft,470900,2900,470000.0
CA,Lancaster,Regal Ct,93535,34.701206,-118.082504,3.0,3.0,1523.0,295.4694681549573,6969.6,0.16,sqft,452700,2614,450000.0
CA,Copperopolis,Foothill Rd,95228,37.899807,-120.584946,3.0,4.0,2452.0,733.6867862969004,8712.0,0.2,sqft,nan,nan,1799000.0
CA,San Diego,Van Dyke Ave,92116,32.763973,-117.10201,2.0,2.0,1506.0,926.2948207171315,5343.0,0.12265840220385675,sqft,1300100,4396,1395000.0
CA,Placerville,Rock Creek Rd,95667,38.76856,-120.80611,5.0,3.0,2997.0,500.5005005005005,37.51,37.51,acres,nan,5359,1500000.0
CA,Davis,Del Oro Ave,95616,38.565777,-121.75072,4.0,2.0,1620.0,462.34567901234567,7349.0,0.16870982552800734,sqft,758400,3324,749000.0
CA,Fresno,N Cornelia Ave,93722,36.784863,-119.87973,2.0,1.0,860.0,348.72093023255815,1.9167,1.9167,acres,307200,1494,299900.0
CA,Copperopolis,Quail Hill Rd,95228,37.916927,-120.62135,4.0,2.0,1456.0,274.03846153846155,0.5600091827364555,0.5600091827364555,acres,398400,2299,399000.0
CA,Citrus Heights,Hilltree Ave,95621,38.677147,-121.30514,4.0,2.0,1726.0,289.1077636152955,7841.0,0.18000459136822775,sqft,510500,2798,499000.0
CA,Valley Village,Huston St,91607,34.159145,-118.40261,6.0,5.0,3665.0,886.493860845839,6499.152,0.1492,sqft,3257000,5857,3249000.0
CA,Culver City,Krueger St,90232,34.025616,-118.38807,4.0,2.0,1587.0,881.5374921235035,5453.712,0.1252,sqft,1415700,5124,1399000.0
CA,Shaver Lake,N Aspen Rd,93664,37.107357,-119.316124,2.0,1.0,802.0,497.5062344139651,9901.188,0.2273,sqft,398400,1562,399000.0
CA,Glen Ellen,Henno Rd,95442,38.383945,-122.52835,4.0,2.0,1296.0,577.9320987654321,0.6543,0.6543,acres,nan,nan,749000.0
CA,Kentfield,Upper Briar Rd,94904,37.94347,-122.549835,4.0,4.0,2892.0,1208.5062240663901,9500.436,0.2181,sqft,3683200,11956,3495000.0
CA,Woodlake,Millwood Drive,93286,36.4993,-119.1222,4.0,2.0,1850.0,297.2432432432432,5.05,5.05,acres,549000,1596,549900.0
CA,Folsom,Blackberry Cir,95630,38.67952,-121.125656,3.0,2.0,1604.0,458.2294264339152,4672.0,0.10725436179981634,sqft,734600,2800,735000.0
CA,Oroville,Hillcrest Ave,95966,39.520077,-121.47008,4.0,3.0,2516.0,234.45945945945945,0.4100091827364555,0.4100091827364555,acres,nan,3482,589900.0
CA,San Jose,Carola Ave,95130,37.296604,-121.97507,3.0,2.0,1464.0,1289.6174863387978,7404.0,0.1699724517906336,sqft,1957600,4300,1888000.0
CA,Tehachapi,Jacks Hill Rd,93561,35.108078,-118.65066,4.0,3.0,2765.0,260.0361663652803,1.729981634527089,1.729981634527089,acres,718100,4067,719000.0
CA,Placerville,Annette Ln,95667,38.66025,-120.76666,4.0,4.0,5037.0,198.33234067897558,14.99,14.99,acres,1011700,3930,999000.0
CA,Watsonville,Ponderosa Ave,95076,36.968674,-121.76122,4.0,2.0,1232.0,648.538961038961,8059.0,0.18500918273645547,sqft,799500,3764,799000.0
CA,Escondido,Oak Canyon Pl,92025,33.09533,-117.04865,6.0,6.0,4548.0,412.26912928759896,0.8699954086317723,0.8699954086317723,acres,1917300,9995,1875000.0
CA,Campbell,Harrison Ave,95008,37.29835,-121.942795,4.0,2.0,1575.0,1141.5873015873017,9375.0,0.21522038567493113,sqft,1822600,4377,1798000.0
CA,Redwood City,Arguello St,94063,37.493526,-122.24034,4.0,3.0,1810.0,980.6629834254144,5000.0,0.1147842056932966,sqft,1778400,5800,1775000.0
CA,Twin Peaks,Clubhouse Dr,92391,34.245735,-117.228004,4.0,2.0,2120.0,197.16981132075472,7579.44,0.174,sqft,415900,2946,418000.0
CA,Dos Palos,California Ave,93620,36.994312,-120.62943,3.0,2.0,1412.0,265.5807365439093,7405.2,0.16999999999999998,sqft,358600,1882,375000.0
CA,Roseville,Woodgate Way,95747,38.779007,-121.3729,5.0,4.0,3291.0,238.529322394409,7562.016,0.1736,sqft,785400,3998,785000.0
CA,Campbell,Cherry Ln,95008,37.283314,-121.951225,3.0,2.0,1670.0,1016.7664670658683,8276.0,0.18999081726354453,sqft,1708700,3763,1698000.0
CA,South Lake Tahoe,Tata Ln,96150,38.908783,-120.005325,5.0,3.0,2116.0,467.3383742911153,0.25,0.25,acres,984700,3300,988888.0
CA,San Diego,Mount La Platta Pl,92117,32.827896,-117.18858,4.0,2.0,1413.0,700.6369426751593,6300.0,0.1446280991735537,sqft,1019600,4522,990000.0
CA,Three Rivers,Sierra Drive UNIT D,93271,36.42763,-118.915955,3.0,3.0,2600.0,921.1538461538462,26.84,26.84,acres,nan,2729,2395000.0
CA,Newcastle,Gina Louise Ln,95658,38.855183,-121.11181,4.0,3.0,2270.0,484.5814977973568,2.6,2.6,acres,1023300,3467,1100000.0
CA,Rosamond,Dakota St,93560,34.870678,-118.18584,5.0,2.0,1837.0,239.46652150244964,6534.0,0.15,sqft,439800,2314,439900.0
CA,Rosamond,Westpark Dr,93560,34.851944,-118.19781,5.0,3.0,2478.0,188.01452784503633,5662.0,0.12998163452708908,sqft,466200,2698,465900.0
CA,Lancaster,44th St W,93536,34.701458,-118.20912,5.0,4.0,3376.0,204.38388625592418,6840.0,0.15702479338842976,sqft,689000,3517,690000.0
CA,Warner Springs,Camino San Ignacio,92086,33.27988,-116.631195,3.0,2.0,1356.0,383.4070796460177,0.742447199265381,0.742447199265381,acres,nan,nan,519900.0
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CA,Pollock Pines,Polaris St,95726,38.762886,-120.58524,3.0,2.0,1124.0,244.5729537366548,5663.0,0.13000459136822773,sqft,279300,2299,274900.0
CA,Sacramento,Candlestick Way,95842,38.69844,-121.332054,3.0,2.0,1054.0,388.04554079696396,7685.0,0.1764233241505969,sqft,421000,2299,409000.0
CA,Aptos,Monroe Ave,95003,36.974655,-121.88032,3.0,2.0,1581.0,853.2574320050601,8102.0,0.1859963269054178,sqft,1348800,3936,1349000.0
CA,San Diego,Park Blvd UNIT 401,92101,32.716434,-117.15408,2.0,2.0,1339.0,522.0313666915608,0.678374655647383,0.678374655647383,acres,705400,4099,699000.0
CA,Visalia,W Delaware Avenue,93291,36.352276,-119.35009,4.0,4.0,3634.0,357.71876719867913,0.32,0.32,acres,nan,nan,1299950.0
CA,Mountain House,W Belleza Ln,95391,37.773716,-121.54598,4.0,3.0,2341.0,381.140538231525,6412.032,0.1472,sqft,932500,3179,892250.0
CA,Arnold,Greensboro Way #5,95223,38.262028,-120.323044,3.0,2.0,1134.0,343.82716049382714,0.97,0.97,acres,nan,nan,389900.0
CA,Stockton,S Filbert St,95205,37.950718,-121.250626,3.0,2.0,1150.0,346.95652173913044,0.45,0.45,acres,401200,1388,399000.0
CA,Oceanside,Midnight Way,92057,33.276947,-117.297585,5.0,3.0,2997.0,325.3253253253253,7743.0,0.1777548209366391,sqft,989600,4734,975000.0
CA,Sonora,Cedar Rd,95370,37.97874,-120.36228,4.0,3.0,2268.0,242.50440917107585,1.01,1.01,acres,nan,2696,550000.0
CA,Sonora,Cordelia Ave,95370,37.97335,-120.33379,4.0,3.0,2400.0,266.6666666666667,2.57,2.57,acres,nan,2635,640000.0
CA,Wofford Heights,Elm Dr,93285,35.731155,-118.54999,2.0,1.0,672.0,312.5,7405.0,0.16999540863177226,sqft,208200,1350,210000.0
CA,Bakersfield,S Haley St,93307,35.360878,-118.983604,3.0,2.0,1042.0,268.71401151631477,7405.0,0.16999540863177226,sqft,nan,881,280000.0
CA,Hillsborough,Hayne Rd,94010,37.55954,-122.34377,5.0,3.0,3250.0,1414.7692307692307,0.35,0.35,acres,4570100,10197,4598000.0
CA,Los Angeles,Warbler Way,90069,34.099243,-118.392006,3.0,3.0,2748.0,1218.7045123726346,4734.972,0.10869999999999999,sqft,3473800,14500,3349000.0
CA,Van Nuys,Cantlay St,91406,34.20189,-118.5045,5.0,3.0,2832.0,529.3079096045198,6603.696,0.15159999999999998,sqft,1516900,7057,1499000.0
CA,Bakersfield,Copper Creek Way,93308,35.40183,-119.08048,4.0,2.0,1932.0,245.8592132505176,9583.0,0.21999540863177228,sqft,475200,2535,475000.0
CA,El Dorado Hills,Uplands Dr,95762,38.71353,-121.07075,3.0,3.0,2021.0,345.8683819891143,0.8600091827364554,0.8600091827364554,acres,705100,2784,699000.0
CA,El Dorado Hills,Hammond Way,95762,38.67894,-121.03589,4.0,3.0,2741.0,350.200656694637,0.25,0.25,acres,973400,3900,959900.0
CA,Porterville,N Jennifer Way,93257,36.074387,-119.071236,3.0,3.0,2044.0,237.279843444227,10454.4,0.24,sqft,485200,2500,485000.0
CA,Rio Vista,Melrose Lndg,94571,38.19893,-121.72106,3.0,3.0,2395.0,247.9749478079332,7601.22,0.17450000000000002,sqft,595500,3565,593900.0
CA,Rio Vista,Park Pl,94571,38.198444,-121.718376,3.0,2.0,1837.0,277.5721284703321,5367.0,0.12320936639118457,sqft,nan,1494,509900.0
CA,Santee,Wharton Rd,92071,32.851868,-116.994156,5.0,3.0,1430.0,628.6713286713286,7700.0,0.17676767676767677,sqft,928200,3538,899000.0
CA,Sacramento,Kelly Way,95824,38.51836,-121.44198,3.0,1.0,1000.0,375.0,4792.0,0.11000918273645546,sqft,383900,1948,375000.0
CA,Carmichael,Marconi Ave,95608,38.617764,-121.34398,2.0,1.0,1439.0,451.70257123002085,0.7612029384756658,0.7612029384756658,acres,656800,2149,650000.0
CA,Shaver Lake,N Aspen Rd,93634,37.105583,-119.3165,4.0,3.0,1320.0,446.2121212121212,8485.488,0.19479999999999997,sqft,592900,1999,589000.0
CA,Los Angeles,Maplewood Ave,90066,34.002815,-118.44678,3.0,3.0,1933.0,1215.726849456803,4900.5,0.1125,sqft,2491400,8000,2350000.0
CA,Hughson,Walnut Ave,95326,37.56482,-120.86304,3.0,3.0,3000.0,433.3333333333333,18.05,18.05,acres,1308300,6351,1300000.0
CA,Van Nuys,Mary Ellen Ave,91401,34.188435,-118.41939,3.0,2.0,1610.0,621.055900621118,5954.652,0.1367,sqft,998500,3967,999900.0
CA,Fair Oaks,Winding Way,95628,38.64942,-121.29398,3.0,2.0,1233.0,372.26277372262774,10189.0,0.23390725436179982,sqft,471100,2369,459000.0
CA,Sacramento,Vintage Park Dr,95829,38.46407,-121.33327,5.0,3.0,2703.0,270.07029226785056,8520.336,0.1956,sqft,739600,3200,730000.0
CA,Wheatland,Hokan Ln,95692,39.06773,-121.33108,3.0,3.0,3027.0,355.13709943838785,11.28,11.28,acres,1080000,4563,1075000.0
CA,San Diego,Frobisher St,92126,32.910103,-117.1358,5.0,3.0,1637.0,732.4373854612095,nan,nan,nan,nan,nan,1199000.0
CA,Fresno,N Orchard St,93720,36.85363,-119.77817,3.0,2.0,1800.0,277.72222222222223,6000.0,0.13774104683195593,sqft,501900,2500,499900.0
CA,Twain Harte,Italian Bar Rd,95383,38.1289,-120.24056,1.0,1.0,500.0,440.0,9.0,9.0,acres,nan,1150,220000.0
CA,Twain Harte,Italian Bar Rd,95383,38.128086,-120.23726,2.0,1.0,768.0,227.86458333333334,10.0,10.0,acres,nan,1499,175000.0
CA,Poway,Silverset St,92064,32.97887,-117.052,5.0,3.0,3139.0,493.46925772539026,10484.0,0.24067952249770433,sqft,1570100,5643,1549000.0
CA,San Francisco,Foote Ave,94112,37.714996,-122.44734,3.0,2.0,0.0,nan,2199.78,0.0505,sqft,nan,nan,1198000.0
CA,Stockton,Tailwind Ln,95219,38.054382,-121.39901,4.0,3.0,2713.0,246.59049023221527,5619.24,0.129,sqft,668200,3200,669000.0
CA,Spring Valley,Maria Ave,91977,32.70872,-116.9944,4.0,3.0,1750.0,442.85714285714283,7700.0,0.17676767676767677,sqft,790400,3399,775000.0
CA,Corning,Yolo St,96021,39.92915,-122.18754,2.0,1.0,1290.0,154.96124031007753,9583.2,0.22000000000000003,sqft,nan,1573,199900.0
CA,El Cajon,Murray Dr,92020,32.79263,-116.982735,3.0,2.0,1792.0,546.3169642857143,9600.0,0.22038567493112948,sqft,1010500,4170,979000.0
CA,Winchester,Kooden Rd,92596,33.61327,-117.114044,4.0,3.0,2320.0,280.12931034482756,7840.0,0.17998163452708907,sqft,656200,3249,649900.0
CA,Redding,Saint Charles Dr,96002,40.539894,-122.32289,4.0,3.0,4000.0,287.5,0.5,0.5,acres,961500,4058,1150000.0
CA,Visalia,W Hemlock Avenue,93277,36.30024,-119.33468,4.0,3.0,1873.0,226.90870261612386,8712.0,0.2,sqft,424900,2365,425000.0
CA,Roseville,Wringer Dr,95661,38.735584,-121.22715,4.0,3.0,3838.0,227.9833246482543,7706.0,0.17690541781450872,sqft,960200,3962,875000.0
CA,Sacramento,19th Ave,95820,38.535576,-121.47076,2.0,1.0,846.0,354.6099290780142,3920.4,0.09,sqft,304900,1967,300000.0
CA,Lancaster,Elm Ave,93534,34.67999,-118.140656,4.0,3.0,2106.0,208.87939221272555,9047.412,0.2077,sqft,440600,3014,439900.0
CA,Fresno,E Menlo Ave,93710,36.831215,-119.75726,3.0,2.0,1448.0,276.24309392265195,6821.496,0.1566,sqft,401300,2114,400000.0
CA,Studio City,Dona Nenita Pl,91604,34.1258,-118.3784,4.0,4.0,3078.0,1102.9889538661469,9692.1,0.2225,sqft,nan,12676,3395000.0
CA,Visalia,W Elowin Drive,93291,36.34342,-119.35664,6.0,6.0,5426.0,239.40287504607446,0.41,0.41,acres,1300900,7234,1299000.0
CA,Porterville,N Lime St Street,93257,36.078953,-119.01786,3.0,2.0,834.0,311.6306954436451,6098.4,0.13999999999999999,sqft,258500,1250,259900.0
CA,San Luis Obispo,Vista Del Brisa,93405,35.26472,-120.69891,4.0,3.0,2159.0,531.7276516905976,7600.0,0.17447199265381083,sqft,1180800,4349,1148000.0
CA,Paso Robles,Rachel Ln,93446,35.61907,-120.66684,3.0,2.0,1590.0,439.62264150943395,6000.0,0.13774104683195593,sqft,703800,2829,699000.0
CA,Cayucos,Santa Barbara Ave,93430,35.431343,-120.882286,2.0,2.0,1200.0,737.5,3500.0,0.08034894398530762,sqft,887100,3399,885000.0
CA,Morro Bay,Crest St,93442,35.381977,-120.85353,3.0,2.0,1447.0,653.0753282653767,5000.0,0.1147842056932966,sqft,972400,3391,945000.0
CA,Nipomo,Via Promesa,93444,35.018604,-120.50494,3.0,2.0,1794.0,545.7079152731327,1.36,1.36,acres,988300,3499,979000.0
CA,Santa Maria,E Doane Ave,93454,34.947998,-120.419395,3.0,2.0,2140.0,289.25233644859816,7405.2,0.16999999999999998,sqft,619900,3528,619000.0
CA,Camarillo,E Red Oak Pl,93010,34.227123,-119.0524,4.0,3.0,1898.0,471.54899894625925,10836.0,0.2487603305785124,sqft,912400,3849,895000.0
CA,Simi Valley,Chippewa Ave,93063,34.289722,-118.681984,4.0,3.0,2523.0,435.9889021006738,0.27435720844811756,0.27435720844811756,acres,1123300,4814,1100000.0
CA,Simi Valley,Talbert Ave,93065,34.25592,-118.74446,4.0,3.0,1760.0,482.95454545454544,6800.0,0.1561065197428834,sqft,871400,3800,850000.0
CA,Simi Valley,Church St,93065,34.269627,-118.73678,2.0,1.0,1286.0,540.4354587869362,6403.0,0.14699265381083562,sqft,714700,3164,695000.0
CA,Thousand Oaks,N Marian Ave,91360,34.20236,-118.89059,5.0,3.0,2377.0,578.4602440050484,0.3319559228650138,0.3319559228650138,acres,1412800,5495,1375000.0
CA,Fallbrook,Ridge Heights Dr,92028,33.3723,-117.23352,2.0,2.0,1804.0,409.6452328159645,6429.0,0.14758953168044078,sqft,747400,3484,739000.0
CA,Fallbrook,Calle De La Vuelta,92028,33.308342,-117.21003,4.0,4.0,3571.0,392.0190422850742,2.27,2.27,acres,1411000,4800,1399900.0
CA,Oceanside,Vista Campana S UNIT 18,92057,33.215054,-117.327576,2.0,2.0,994.0,502.01207243460766,1625.0,0.037304866850321396,sqft,507700,2653,499000.0
CA,Oceanside,Royal Tern Way,92057,33.226463,-117.3028,2.0,2.0,1092.0,503.6630036630037,1736.0,0.03985307621671258,sqft,474700,2700,550000.0
CA,Oceanside,Delos Way,92056,33.15659,-117.26679,2.0,2.0,1800.0,513.8888888888889,4427.0,0.1016299357208448,sqft,950900,3991,925000.0
CA,Vista,Monte Vista Dr,92084,33.189125,-117.20864,3.0,2.0,1552.0,418.8144329896907,1.58,1.58,acres,667900,3499,650000.0
CA,San Marcos,Denise Ct,92078,33.117756,-117.14244,3.0,3.0,2645.0,567.1077504725898,2.6,2.6,acres,1521600,4905,1500000.0
CA,Escondido,View Pointe Ave,92027,33.141678,-117.06963,4.0,2.0,1465.0,583.6177474402731,7200.0,0.1652892561983471,sqft,876400,3534,855000.0
CA,Escondido,S Hickory St,92025,33.118973,-117.073395,3.0,2.0,1330.0,600.7518796992481,4600.0,0.10560146923783287,sqft,820800,3440,799000.0
CA,Ramona,La Plata Ct,92065,32.99336,-116.80904,4.0,3.0,2403.0,344.98543487307535,0.6699954086317723,0.6699954086317723,acres,928000,4500,829000.0
CA,San Diego,Ivory Coast Dr,92126,32.90715,-117.14261,3.0,2.0,1354.0,731.1661742983752,5100.0,0.11707988980716254,sqft,1025900,3980,989999.0
CA,Descanso,Viejas Blvd,91916,32.855347,-116.60571,2.0,1.0,702.0,747.8632478632478,0.42000000000000004,0.42000000000000004,acres,535600,2500,525000.0
CA,San Diego,Pendleton St,92109,32.814144,-117.23204,4.0,5.0,3651.0,1068.2004930156122,9800.0,0.22497704315886133,sqft,3417400,11017,3900000.0
CA,San Diego,Suncrest Dr,92116,32.7636,-117.131226,3.0,2.0,1100.0,999.9090909090909,3174.0,0.07286501377410469,sqft,1145200,3633,1099900.0
CA,San Diego,Airoso Ave,92120,32.777096,-117.051216,4.0,3.0,2354.0,467.24723874256586,7800.0,0.1790633608815427,sqft,1123600,4340,1099900.0
CA,San Diego,Winona Ave,92115,32.76318,-117.08759,3.0,2.0,1496.0,868.3155080213904,6300.0,0.1446280991735537,sqft,1325800,4411,1299000.0
CA,La Mesa,Ridgecrest Dr,91941,32.77471,-116.9899,3.0,2.0,1998.0,650.1501501501501,0.33480257116620754,0.33480257116620754,acres,1156200,4370,1299000.0
CA,Chula Vista,Monserate Ave,91910,32.630478,-117.052826,4.0,3.0,2576.0,333.4627329192547,9300.0,0.21349862258953167,sqft,921300,4414,859000.0
CA,Chula Vista,Roca Rd,91910,32.630177,-117.02888,4.0,3.0,2143.0,466.5888940737284,6087.0,0.13973829201101928,sqft,1018400,4300,999900.0
CA,Rialto,S Althea Ave,92376,34.08044,-117.380424,4.0,2.0,1595.0,394.9216300940439,7500.0,0.1721763085399449,sqft,648700,2996,629900.0
CA,Rialto,N Sycamore Ave,92376,34.122356,-117.36596,3.0,2.0,1770.0,290.96045197740114,10400.0,0.23875114784205692,sqft,505000,3066,515000.0
CA,San Bernardino,Holly Vista Blvd,92404,34.14496,-117.261986,4.0,3.0,1558.0,340.17971758664953,7000.0,0.16069788797061524,sqft,533800,2645,530000.0
CA,San bernardino,Park Ln,92404,34.177174,-117.27846,4.0,3.0,2876.0,277.8164116828929,0.7335169880624426,0.7335169880624426,acres,nan,3000,799000.0
CA,Colton,Cameo Dr,92324,34.08289,-117.32874,4.0,2.0,1730.0,303.46820809248555,7200.0,0.1652892561983471,sqft,537000,3099,525000.0
CA,Fontana,Ivy Ave,92335,34.10355,-117.50038,4.0,2.0,1765.0,345.60906515580734,8400.0,0.1928374655647383,sqft,623700,3185,610000.0
CA,Fontana,Holly Dr,92335,34.081028,-117.45601,4.0,3.0,2085.0,287.76930455635494,7416.0,0.17024793388429751,sqft,572300,3295,599999.0
CA,Bloomington,Encina Ave,92316,34.07668,-117.423904,3.0,2.0,1744.0,329.70183486238534,7560.0,0.17355371900826447,sqft,576200,3099,575000.0
CA,San Bernardino,Osbun Rd,92404,34.13233,-117.24829,4.0,2.0,1691.0,295.62389118864576,8925.0,0.20488980716253444,sqft,505900,2896,499900.0
CA,Big Bear City,Cactus Dr,92314,34.27797,-116.79591,4.0,3.0,2495.0,270.501002004008,1.1478,1.1478,acres,679100,3140,674900.0
CA,Crestline,Lausanne Dr,92325,34.236614,-117.27241,2.0,2.0,1132.0,379.85865724381625,7200.0,0.1652892561983471,sqft,431900,2199,430000.0
CA,Hesperia,Oakwood Ave,92345,34.436794,-117.343,3.0,2.0,1130.0,327.43362831858406,0.3741965105601469,0.3741965105601469,acres,373500,1597,370000.0
CA,Adelanto,Kendall Cir,92301,34.57584,-117.4392,4.0,2.0,1265.0,264.82213438735175,7215.0,0.165633608815427,sqft,340900,2064,335000.0
CA,Barstow,Western Dr,92311,34.89376,-117.10136,3.0,1.0,1049.0,238.31267874165871,8128.0,0.18659320477502295,sqft,251900,1500,249990.0
CA,Yucca Valley,Oakwood Dr,92284,34.14883,-116.42623,2.0,2.0,1560.0,384.55128205128204,5.0,5.0,acres,599700,2284,599900.0
CA,Yucca Valley,Buena Vista Dr,92284,34.164227,-116.38546,3.0,2.0,1396.0,278.6532951289398,0.7424242424242424,0.7424242424242424,acres,390700,2995,389000.0
CA,Twentynine Palms,Chia Ave,92277,34.142776,-116.09593,3.0,2.0,1102.0,308.5290381125227,7200.0,0.1652892561983471,sqft,340800,1749,339999.0
CA,Chino Hills,Pleasant Hill Dr,91709,33.995605,-117.768745,4.0,3.0,2670.0,505.6172284644195,10672.0,0.24499540863177227,sqft,1385700,5701,1349998.0
CA,Upland,W 23rd St,91784,34.146614,-117.665245,4.0,4.0,3130.0,367.0926517571885,0.25826446280991733,0.25826446280991733,acres,nan,nan,1149000.0
CA,Montclair,Orchard St,91763,34.071045,-117.70845,2.0,1.0,816.0,820.9558823529412,0.48191000918273647,0.48191000918273647,acres,682900,2195,669900.0
CA,Pomona,San Felipe Ave,91766,34.047623,-117.7095,3.0,1.0,1220.0,491.72131147540983,7370.0,0.1691919191919192,sqft,602400,2880,599900.0
CA,Chino Hills,Morning Terrace Dr,91709,33.99196,-117.765015,5.0,3.0,3267.0,510.8662381389654,0.25911386593204777,0.25911386593204777,acres,1717300,6758,1669000.0
CA,Chino,Arlington Ln,91710,34.016457,-117.65741,4.0,3.0,2182.0,412.00733272227313,7245.0,0.16632231404958678,sqft,911900,3499,899000.0
CA,Highland,Lillian Ln,92346,34.120464,-117.21333,2.0,1.0,1006.0,347.91153081510936,9180.0,0.21074380165289255,sqft,354500,2139,349999.0
CA,Corona,Viewtop Cir,92881,33.83629,-117.559586,4.0,3.0,1732.0,401.270207852194,4356.0,0.1,sqft,708600,3399,695000.0
CA,Norco,Valley View Ave,92860,33.910885,-117.5565,2.0,1.0,875.0,616.0,8276.0,0.18999081726354453,sqft,548600,2455,539000.0
CA,Riverside,Batavia Way,92503,33.957527,-117.47847,4.0,2.0,1600.0,393.055,5663.0,0.13000459136822773,sqft,634100,3049,628888.0
CA,Riverside,Mission Inn Ave,92501,33.987698,-117.38319,4.0,3.0,3000.0,291.6666666666667,9148.0,0.21000918273645547,sqft,885600,3240,875000.0
CA,Sun City,Calle Casera,92585,33.712833,-117.180916,2.0,2.0,1065.0,374.6478873239437,3485.0,0.08000459136822773,sqft,404000,2100,399000.0
CA,Winchester,Jan Steen Ct,92596,33.600285,-117.11415,4.0,2.0,1684.0,347.3871733966746,7405.0,0.16999540863177226,sqft,589900,2869,585000.0
